procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 325716  71892 1019476    0    0     2    11    7    3  6  1 93  0  1
 0  0      0 337288  71892 1019676    0    0     0    18  618  650 14  1 84  0  1
 0  0      0 348052  71892 1019676    0    0     0    10  973  814 29  2 69  0  1
 0  0      0 319080  71892 1019684    0    0     0   261 1463 1376 42  3 45  0  9
 1  0      0 354492  71892 1019684    0    0     0   226 2064 2058 53  3 43  0  1
 2  0      0 283368  71896 1019688    0    0     0    16 2398 2200 60  4 34  0  2
 2  0      0 321948  71896 1019688    0    0     0    10 2237 2175 58  4 37  0  1
 1  0      0 318960  71896 1019692    0    0     0    41 2248 1918 51  5 43  0  1
 2  0      0 345764  71896 1019696    0    0     0    10 2226 2044 54  5 38  0  4
 1  0      0 256660  71896 1019696    0    0     0    46 2020 1972 53  4 42  0  2
 1  0      0 254580  71896 1019704    0    0     0    54 2162 2084 48  4 48  0  1
 1  0      0 334424  71900 1019704    0    0     0    12 2302 2197 54  3 42  0  1
 2  0      0 274736  71900 1019708    0    0     0    47 1905 1719 50  4 45  0  2
 1  0      0 341260  71900 1019712    0    0     0    11 2159 1933 46  4 48  0  2
 1  0      0 248312  71900 1019712    0    0     0    11 2133 1872 50  4 43  0  4
 1  0      0 318624  71900 1019716    0    0     0    10 2068 1953 39  3 46  0 11
 2  0      0 303972  71900 1019700    0    0     0    63 2059 1645 45  4 49  0  2
 0  0      0 294304  71900 1019708    0    0     0    15 1634 1437 37  3 59  0  1
 2  0      0 257320  71900 1019708    0    0     0     6  642  689 16  1 83  0  0
