procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 430504   2168 311584    0    0     3    12  275  339  1  0 99  0  0
 0  0      0 429244   2168 311588    0    0     0     4  375  585  1  1 99  0  0
 0  0      0 428740   2168 311588    0    0     0     1  412  730  0  0 99  0  0
 0  0      0 428488   2168 311588    0    0     0     0  442  790  0  0 100  0  0
 0  0      0 428236   2168 311588    0    0     0     3  521  918  1  0 99  0  0
 0  0      0 428236   2168 311592    0    0     0    42  488  862  1  0 99  0  0
 0  0      0 428236   2168 311592    0    0     0     2  527  941  0  0 99  0  0
 0  0      0 427732   2168 311592    0    0     0     1  514  905  0  0 99  0  0
 0  0      0 427480   2168 311592    0    0     0     3  510  910  0  0 99  0  1
 0  0      0 427228   2168 311592    0    0     0     0  525  937  0  0 99  0  0
 0  0      0 427228   2168 311592    0    0     0     1  514  920  0  0 99  0  0
 0  0      0 424708   2168 311592    0    0     0    13  597 1049  1  0 98  0  0
 0  0      0 424708   2168 311596    0    0     0   328  519  934  1  0 99  0  0
 0  0      0 424708   2168 311604    0    0     0     2  485  845  0  0 99  0  0
 0  0      0 424708   2168 311604    0    0     0     5  495  871  0  0 99  0  0
 0  0      0 424708   2168 311604    0    0     0     0  493  859  1  0 99  0  0
 0  0      0 424708   2168 311604    0    0     0     1  488  851  1  0 99  0  0
 0  0      0 424708   2168 311604    0    0     0    24  426  758  0  0 99  0  0
 0  0      0 424708   2168 311604    0    0     0     1  358  649  0  0 100  0  0
