procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 434204   2168 315592    0    0     3    11  275  347  1  0 99  0  0
 1  0      0 430424   2168 315748    0    0     0    12  533  757  2  2 96  0  0
 0  0      0 429668   2168 315780    0    0     0    10  542  851  1  1 97  0  0
 0  0      0 426156   2168 315932    0    0     0    18  607  951  2  2 95  0  1
 0  0      0 421912   2168 316036    0    0     0    64  651 1030  2  2 95  0  1
 0  0      0 421912   2168 316124    0    0     0  2258  771 1337  1  2 96  1  1
 0  0      0 421912   2168 316148    0    0     0    10  684 1108  2  1 96  0  0
 0  0      0 420652   2168 316244    0    0     0    13  669 1073  2  1 97  0  0
 0  0      0 420652   2168 316244    0    0     0     5  497  890  0  0 99  0  0
 0  0      0 420652   2168 316244    0    0     0     0  516  914  0  0 99  0  0
 0  0      0 420148   2168 316244    0    0     0     8  484  853  1  0 99  0  0
 0  0      0 419644   2168 316244    0    0     0  1271  539 1014  1  0 98  1  0
 0  0      0 419644   2168 316248    0    0     0     1  488  862  0  0 99  0  0
 0  0      0 419644   2168 316248    0    0     0     4  481  852  1  0 99  0  0
 0  0      0 419140   2168 316248    0    0     0     1  460  811  0  0 99  0  0
 0  0      0 419140   2168 316248    0    0     0     0  491  862  1  0 99  0  0
 0  0      0 419140   2168 316248    0    0     0    14  477  835  1  0 98  0  0
 0  0      0 419140   2168 316248    0    0     0     3  429  759  0  0 99  0  0
 0  0      0 418636   2168 316248    0    0     0     1  294  530  0  0 99  0  0
