procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 840712  40356 498388    0    0     6   528   13   15  6  1 92  0  2
 0  0      0 840712  40360 498412    0    0     0    37  443  726  9  1 90  0  0
 0  0      0 853752  40360 498432    0    0     0   239  829 1342 19  2 79  0  0
 2  0      0 859556  40360 498596    0    0     0    57 1013 1561 26  2 72  0  0
 0  0      0 842452  40364 498656    0    0     0    25 1437 2290 39  3 58  0  1
 1  0      0 842984  40364 498704    0    0     0   218 1428 2301 35  3 61  0  0
 3  0      0 861192  40364 498796    0    0     0    31 1426 2304 37  3 60  0  0
 0  0      0 897548  40364 498852    0    0     0    31 1508 2407 41  2 57  0  0
 2  0      0 839948  40368 498904    0    0     0    87 1445 2335 41  3 55  0  1
 0  0      0 888568  40376 498956    0    0     0   133 1491 2440 44  2 54  0  0
 0  0      0 841244  40380 499012    0    0     0    38 1339 2152 36  2 62  0  0
 1  0      0 833760  40384 499048    0    0     0    42 1410 2156 34  3 51  0 12
 2  0      0 832404  40384 499104    0    0     0   201 1455 2310 42  3 54  0  2
 0  0      0 884192  40388 499160    0    0     0    41 1392 2235 38  2 59  0  1
 2  0      0 827628  40388 499216    0    0     0    34 1359 2173 36  3 61  0  0
 1  0      0 829672  40392 499264    0    0     0    30 1407 2261 37  3 61  0  0
 2  0      0 869888  40400 499324    0    0     0    32 1390 2278 27  2 70  0  1
 0  0      0 838248  40420 499484    0    0     0    86  850 1338 20  2 78  0  0
 0  0      0 838248  40420 499508    0    0     0    62  655 1062 15  0 85  0  0
