procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 285700  59784 899524    0    0     6   516    7   14  6  1 92  0  2
 0  0      0 285700  59792 899552    0    0     0    96  642 1051 11  1 88  0  0
 2  0      0 285700  59796 899740    0    0     0   478 1579 2491 26  1 72  0  1
 1  0      0 284132  59796 899816    0    0     0    36 2066 3459 38  2 58  0  2
 0  0      0 283640  59804 899904    0    0     0    49 2068 3457 40  2 57  0  1
 2  0      0 369824  59808 899984    0    0     0    43 2040 3354 48  3 48  0  1
 1  0      0 369824  59808 900048    0    0     0    42 1810 2938 33  2 49  0 16
 1  0      0 376460  59808 900136    0    0     0   212 1979 3170 49  2 47  0  3
 1  0      0 308704  59808 900348    0    0     0   105 2277 3829 45  2 51  0  2
 0  0      0 305176  59808 900440    0    0     0    66 2258 3810 45  2 52  0  2
 1  0      0 302936  59812 900540    0    0     0    68 2253 3821 43  2 53  0  2
 1  0      0 301816  59816 900640    0    0     0    60 2195 3684 42  2 54  0  2
 1  0      0 307704  59816 900732    0    0     0    58 2217 3585 48  3 48  0  1
 1  0      0 303952  59824 900804    0    0     0    58 2061 3431 38  2 56  0  4
 1  0      0 301292  59828 901024    0    0     0   263 2261 3788 42  2 52  0  4
 1  0      0 300620  59832 901120    0    0     0    71 2158 3613 42  2 52  0  4
 3  0      0 233504  59840 901336    0    0     0    72 2071 3463 47  2 49  0  1
 3  0      0 354360  59844 901508    0    0     0    62 2171 3545 46  3 49  0  2
 0  0      0 310044  59844 901616    0    0     0    55 1555 2392 36  2 41  0 20
 1  0      0 308056  59844 901700    0    0     0    62 2320 3940 43  2 53  0  2
 1  0      0 306292  59844 901792    0    0     0    42 2274 3806 42  2 52  0  4
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 305568  59844 901888    0    0     0   120 2314 3902 44  2 52  0  2
 1  0      0 302628  59848 901976    0    0     0   224 2243 3757 46  2 50  0  3
 1  0      0 426552  59852 902188    0    0     0    66 2228 3700 50  2 46  0  1
 1  0      0 318700  59856 902536    0    0     0    62 2169 3560 49  3 47  0  2
 1  0      0 316936  59860 902760    0    0     0    58 2339 3980 44  2 53  0  1
 0  0      0 316936  59860 902840    0    0     0    64 2124 3539 38  2 59  0  1
 0  0      0 314276  59864 903040    0    0     0   114 1911 3153 36  2 61  0  1
 1  0      0 431892  59864 903120    0    0     0    70 2141 3558 45  2 52  0  1
 0  0      0 306976  59864 903344    0    0     0   221 2135 3551 46  3 50  0  2
 1  0      0 354576  59868 903380    0    0     0    50 1358 2007 29  2 40  0 29
 1  0      0 293340  59872 903484    0    0     0    66 2274 3847 43  3 52  0  2
 1  0      0 291576  59872 903704    0    0     0    62 2314 3917 44  2 52  0  2
 1  0      0 288300  59872 904056    0    0     0   142 2316 3931 44  2 52  0  2
 1  0      0 287796  59872 904272    0    0     0    22 2322 3927 43  2 52  0  3
 0  0      0 351904  59880 904368    0    0     0    66 2192 3589 50  2 46  0  1
 0  0      0 402784  59884 904456    0    0     0   214 2270 3799 47  3 49  0  1
 0  0      0 356696  59888 904556    0    0     0    58 2263 3830 44  2 52  0  2
 0  0      0 354456  59892 904648    0    0     0    62 2271 3822 43  2 52  0  3
 2  0      0 349332  59896 904744    0    0     0   118 2143 3613 41  2 52  0  4
 2  0      0 311032  59900 904960    0    0     0    71 2040 3383 43  2 51  0  4
 1  0      0 311032  59924 905176    0    0     0    73 2023 3407 44  2 52  0  2
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 309688  59988 905256    0    0     0    64 1540 2472 31  2 49  0 19
