procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 157568  69812 1167464    0    0     2    11    3    7  6  1 93  0  1
 0  0      0 157568  69816 1167468    0    0     0   216  229  304  1  0 98  0  0
 0  0      0 157120  69820 1167472    0    0     0    25  358  465  2  0 97  0  0
 0  0      0 157120  69820 1167480    0    0     0    13  501  677  3  1 95  0  0
 1  0      0 157120  69820 1167488    0    0     0   143  680  900  4  1 94  0  1
 1  0      0 157120  69820 1167584    0    0     0     0  926 1246  6  2 91  0  1
 0  0      0 156896  69820 1167648    0    0     0    13 1129 1505  7  1 91  0  1
 0  0      0 156672  69824 1167664    0    0     0    97 1195 1603  8  2 88  0  1
 0  0      0 156224  69828 1167808    0    0     0    14 1139 1541  7  1 90  0  1
 0  0      0 156224  69828 1167828    0    0     0    33 1156 1552  8  1 88  0  2
 0  0      0 156000  69828 1167860    0    0     0     6 1153 1554  8  2 88  0  2
 0  0      0 156000  69828 1167880    0    0     0     6 1276 1674  8  2 89  0  1
 1  0      0 156000  69832 1167896    0    0     0     6 1253 1672  8  2 86  0  4
 0  0      0 156000  69832 1167980    0    0     0   146 1255 1608  7  1 87  0  4
 1  0      0 154880  69832 1168120    0    0     0    55 1350 1711  7  2 90  0  1
 0  0      0 154208  69832 1168268    0    0     0     6 1288 1653  8  2 89  0  1
 0  0      0 153984  69832 1168288    0    0     0    11 1217 1587  7  2 91  0  1
 0  0      0 153984  69832 1168432    0    0     0     6 1304 1681  8  2 89  0  1
 0  0      0 153984  69832 1168452    0    0     0     6 1297 1683  8  2 88  0  1
 0  0      0 153984  69832 1168468    0    0     0   133 1384 1798  8  2 88  0  2
 0  0      0 153984  69836 1168624    0    0     0    15 1712 2194 12  3 84  0  2
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 153732  69840 1168732    0    0     0    14 1944 2558 13  3 83  0  2
 1  0      0 153508  69840 1168808    0    0     0    38 2151 2835 15  3 79  0  3
 2  0      0 153508  69840 1168968    0    0     0    14 2423 3202 15  3 80  0  2
 2  0      0 151940  69840 1169140    0    0     0    14 2547 3394 16  3 77  0  3
 2  0      0 150372  69840 1169296    0    0     0   233 2258 2973 16  3 72  0  9
 0  0      0 149028  69840 1169424    0    0     0    10 2623 3458 17  4 76  0  3
 0  0      0 146564  69840 1169512    0    0     0     6 2581 3437 17  4 77  0  2
 0  0      0 145220  69840 1169680    0    0     0     6 2614 3462 18  4 76  0  2
 0  0      0 143876  69844 1169848    0    0     0    26 2562 3409 16  3 77  0  3
 1  0      0 142084  69844 1170016    0    0     0     6 2657 3517 17  4 77  0  2
 1  0      0 140740  69844 1170184    0    0     0   279 2649 3492 19  4 76  0  2
 1  0      0 139972  69844 1170348    0    0     0    10 2666 3539 17  4 77  0  2
 0  0      0 140320  69844 1170520    0    0     0     6 2593 3412 17  4 77  0  3
 1  0      0 139832  69848 1170684    0    0     0    10 2450 3189 16  4 73  0  6
 0  0      0 139696  69848 1170720    0    0     0    12 2641 3423 17  4 76  0  3
 0  0      0 140164  69848 1170888    0    0     0    13 2580 3395 17  3 77  0  4
 1  0      0 140424  69848 1171048    0    0     0    24 2003 2624 13  4 74  0  9
 0  0      0 140424  69848 1171208    0    0     0   282 2392 3100 14  3 81  0  2
 0  0      0 140424  69848 1171240    0    0     0    12 1984 2579 12  2 84  0  1
 0  0      0 140424  69848 1171388    0    0     0    12 1532 1925  8  2 89  0  1
 1  0      0 140424  69852 1171400    0    0     0     6 1044 1345  7  1 91  0  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 140176  69852 1171408    0    0     0   148  452  579  2  1 97  0  0
