procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 672384  81124 525140    0    0     5   507   15    4  6  1 92  0  2
 0  0      0 672384  81136 525188    0    0     0   267  321  452  1  0 98  0  0
 0  0      0 672160  81140 525252    0    0     0    30  506  764  3  1 96  0  0
 0  0      0 672160  81144 525356    0    0     0    41  759 1138  4  1 95  0  0
 0  0      0 672160  81144 525636    0    0     0   491 1025 1578  5  1 94  0  0
 0  0      0 672160  81144 525820    0    0     0    65 1241 1924  6  1 91  0  1
 1  0      0 672160  81144 526048    0    0     0   250 1586 2395 10  2 80  0  8
 0  0      0 671908  81148 526432    0    0     0   103 1811 2773 11  2 86  0  2
 0  0      0 671908  81152 526728    0    0     0    91 1839 2813  9  2 88  0  1
 0  0      0 671908  81152 526996    0    0     0   101 1781 2721  9  2 87  0  1
 0  0      0 671908  81156 527404    0    0     0   453 1816 2783 10  1 88  0  1
 0  0      0 671908  81160 527672    0    0     0   125 1822 2786  8  2 89  0  1
 1  0      0 671908  81160 527936    0    0     0   249 1827 2798  9  2 89  0  1
 0  0      0 671908  81160 528348    0    0     0   165 1825 2803 10  2 88  0  1
 0  0      0 671908  81160 528612    0    0     0   150 1813 2775  9  2 88  0  1
 0  0      0 671908  81160 529024    0    0     0   147 1839 2830 10  3 86  0  1
 0  0      0 671684  81160 529304    0    0     0   146 1814 2773  9  2 89  0  1
 1  0      0 671684  81160 529568    0    0     0    98 1838 2807  9  2 88  0  1
 0  0      0 671684  81160 529936    0    0     0   557 1629 2450 11  2 75  0 12
 0  0      0 671684  81164 530232    0    0     0   281 1915 2934 11  3 85  0  1
 0  0      0 671684  81164 530720    0    0     0   187 2249 3566 12  3 83  0  2
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 671460  81168 531112    0    0     0   176 2383 3823 13  3 83  0  1
 1  0      0 671460  81176 531620    0    0     0   179 2375 3776 14  3 82  0  1
 1  0      0 671460  81184 531996    0    0     0   178 2373 3806 12  2 84  0  1
 0  0      0 671460  81188 532536    0    0     0   177 2387 3835 12  2 85  0  1
 0  0      0 671460  81188 532928    0    0     0   859 2395 3859 12  3 84  0  1
 0  0      0 671460  81188 533436    0    0     0   217 2337 3743 13  2 83  0  2
 0  0      0 671460  81188 533820    0    0     0   198 2363 3801 13  3 83  0  2
 0  0      0 671460  81188 534324    0    0     0   205 2379 3824 13  2 83  0  1
 0  0      0 671236  81188 534888    0    0     0   207 2334 3768 13  2 83  0  2
 0  0      0 671236  81188 535500    0    0     0   187 2016 3203 13  3 74  0 11
 0  0      0 670984  81192 536048    0    0     0   374 2395 3899 13  3 83  0  1
 0  0      0 670760  81196 536732    0    0     0   827 2365 3823 13  2 83  0  2
 1  0      0 670760  81200 537292    0    0     0   204 2405 3907 13  3 83  0  1
 1  0      0 670536  81204 538008    0    0     0   212 2382 3856 12  2 84  0  1
 0  0      0 670312  81204 538696    0    0     0   210 2365 3862 14  2 82  0  2
 0  0      0 670312  81208 539236    0    0     0   201 2381 3868 15  3 81  0  1
 1  0      0 669864  81216 539936    0    0     0   380 2385 3876 14  3 82  0  1
 0  0      0 669612  81224 540516    0    0     0   244 2332 3773 14  2 82  0  2
 0  0      0 669612  81228 542184    0    0     0   850 2333 3771 15  4 79  0  2
 0  0      0 669164  81232 543044    0    0     0   203 2059 3247 13  2 83  0  2
 0  0      0 669164  81236 543496    0    0     0   160 1407 2113  8  1 88  0  2
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 669164  81236 544904    0    0     0    74  751 1100  5  1 90  0  5
