procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 187428  89344 1306472    0    0     1     7   14   17  0  0 100  0  0
 0  0      0 187176  89344 1306492    0    0     0    16   94  137  0  0 100  0  0
 0  0      0 187176  89344 1306492    0    0     0     3   79  102  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     0   75  101  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     3   75  107  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     4   66  100  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0    26   66   98  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0   342   97  149  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0    13   72  105  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     0   66   97  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     2   68   97  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     2   63   97  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     3   73  105  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     0   72  104  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0    14   83  108  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     2   83  109  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     6   80  113  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     5   62  103  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     2   62   98  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     3   66  102  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     3   69  107  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 187176  89344 1306496    0    0     0     7   68  108  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     1   63   99  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     2   63  100  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     2   68  103  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0    11   61   98  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     0   58   97  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0    34   62  103  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     0   67  104  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     4   61   98  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     0   57   96  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     3   58   98  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     7   68  108  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     6   58   97  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     3   60   97  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     6   62   98  0  0 100  0  0
 0  0      0 187176  89344 1306496    0    0     0     5   72  107  0  0 100  0  0
 0  0      0 187456  89344 1306496    0    0     0     2   79  111  0  0 100  0  0
 0  0      0 187636  89344 1306496    0    0     0    36   71  108  0  0 100  0  0
 0  0      0 187708  89344 1306496    0    0     0     6   63   99  0  0 100  0  0
 0  0      0 187708  89344 1306496    0    0     0     0   68  103  0  0 100  0  0
 0  0      0 187708  89344 1306496    0    0     0     2   58   95  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 187708  89344 1306496    0    0     0     2   65  102  0  0 100  0  0
