procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 911960  44332 327772    0    0     6   510    1   10  6  1 92  0  2
 0  0      0 911808  44344 327784    0    0     0   442  378  546  2  0 97  0  0
 1  0      0 911808  44352 327844    0    0     0    34  580  833  4  1 90  0  5
 0  0      0 911808  44360 327944    0    0     0    40  973 1439  8  2 85  0  5
 0  0      0 911584  44368 328096    0    0     0   488 1280 1919 10  2 82  0  6
 0  0      0 911360  44376 328280    0    0     0    66 1525 2350 12  2 82  0  4
 1  0      0 911616  44384 328644    0    0     0    70 1825 2870 15  3 79  0  3
 1  0      0 910496  44396 328916    0    0     0   167 2029 3225 18  2 73  0  6
 0  0      0 910048  44400 329252    0    0     0    99 2061 3284 18  2 75  0  6
 0  0      0 909128  44408 329580    0    0     0   102 2034 3250 17  3 76  0  5
 0  0      0 908680  44416 329840    0    0     0    86 2032 3221 18  2 76  0  4
 0  0      0 908232  44420 330248    0    0     0   114 2043 3223 17  3 77  0  3
 1  0      0 908008  44424 330512    0    0     0   438 2046 3237 16  3 77  0  4
 0  0      0 908008  44424 330784    0    0     0   133 2048 3255 16  2 78  0  2
 1  0      0 907756  44428 331124    0    0     0   290 1626 2484 15  2 66  0 17
 0  0      0 907756  44436 331352    0    0     0   123 1857 2949 17  3 69  0 12
 0  0      0 907756  44440 331632    0    0     0   146 2042 3231 17  3 77  0  3
 0  0      0 907756  44444 332024    0    0     0   148 2071 3263 17  3 78  0  2
 1  0      0 907756  44448 332300    0    0     0   139 2041 3208 15  3 80  0  2
 0  0      0 907756  44456 332576    0    0     0   521 2175 3437 17  3 78  0  2
 0  0      0 908036  44464 333052    0    0     0   289 2354 3774 19  2 77  0  2
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 908036  44464 333368    0    0     0   144 2349 3776 19  3 75  0  3
 0  0      0 908036  44472 333808    0    0     0   156 2324 3761 20  3 73  0  4
 1  0      0 908036  44480 334676    0    0     0   160 2291 3698 19  3 74  0  3
 1  0      0 907784  44484 335676    0    0     0   159 2222 3585 20  3 72  0  6
 0  0      0 907784  44488 336360    0    0     0   554 2244 3599 19  3 72  0  6
 1  0      0 907784  44496 336684    0    0     0   346 1539 2312 15  2 61  0 22
 1  0      0 907784  44500 338344    0    0     0   125 1913 3070 18  3 67  0 12
 0  0      0 906524  44508 338748    0    0     0   162 2045 3291 19  3 68  0  9
 1  0      0 906284  44516 339048    0    0     0   157 2146 3430 19  3 71  0  7
 0  0      0 906284  44524 339504    0    0     0   170 2318 3753 19  3 75  0  3
 1  0      0 906284  44528 339956    0    0     0   622 2333 3775 19  3 74  0  3
 1  0      0 905556  44532 340368    0    0     0   315 2336 3775 19  3 75  0  3
 1  0      0 905304  44536 340948    0    0     0   153 2369 3856 19  3 76  0  2
 0  0      0 905080  44540 341428    0    0     0   170 2342 3813 20  3 75  0  3
 0  0      0 904828  44548 342000    0    0     0   170 2250 3645 19  3 73  0  5
 0  0      0 904352  44552 342456    0    0     0   175 2314 3764 20  3 75  0  3
 0  0      0 903904  44560 343044    0    0     0   177 2298 3742 20  2 74  0  4
 1  0      0 903204  44568 343344    0    0     0   880 1785 2803 16  3 65  0 16
 0  0      0 902980  44576 343764    0    0     0   158 2119 3448 19  3 71  0  7
 1  0      0 901972  44584 344452    0    0     0   182 2211 3599 19  3 74  0  4
 0  0      0 901748  44592 344772    0    0     0   164 1621 2552 13  3 82  0  2
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 901748  44600 344904    0    0     0   127  835 1266  6  1 93  0  1
