procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 213080  89336 1287788    0    0     1     7   13   16  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0    16   87  126  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     0   68   95  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     2   83  109  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     0   76   99  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     3   76  100  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0    20   73   96  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0   454  141  209  0  0 99  1  0
 0  0      0 213080  89336 1287800    0    0     0    11   70   95  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     0   71   98  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     2   68   97  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     2   84  107  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     3   75  101  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0    10   71  103  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     3   80   99  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     0   80  107  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     2   70   96  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     1   73   99  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     3   71   96  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     0   74  106  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     4   75   98  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 213080  89336 1287800    0    0     0     2   75   99  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     1   81  110  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0    10   88  108  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     3   76   98  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     0   68   95  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     2   73   98  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     0   79  105  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0    42   77  105  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     7   69   97  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     3   70   96  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     0   82  102  0  0 100  0  0
 0  0      0 213080  89336 1287800    0    0     0     2   84  107  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0    15   69   95  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0     0   71   97  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0     5   85  106  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0    16   74  101  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0     0   68   94  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0    27   75  100  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0     4   73  105  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0     0   74  100  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0     4   73   97  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 212828  89336 1287804    0    0     0     9   85  102  0  0 100  0  0
 0  0      0 212828  89336 1287804    0    0     0     0   83  105  0  0 100  0  0
