procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 105132  68688 1171668    0    0     2    12   17    6  6  1 92  0  1
 0  0      0 105132  68692 1171660    0    0     0    11  476  771  6  0 93  0  0
 0  0      0 105132  68692 1171668    0    0     0   234 1024 1668 15  1 84  0  0
 1  0      0 104908  68692 1171676    0    0     0     6 1632 2682 24  2 73  0  1
 1  0      0 105180  68692 1171684    0    0     0   189 1992 3299 31  2 64  0  3
 0  0      0 106292  68692 1171696    0    0     0     6 2236 3722 37  3 59  0  1
 2  0      0 109236  68692 1171704    0    0     0     6 2309 3869 37  3 59  0  2
 1  0      0 107668  68696 1171844    0    0     0     9 2246 3770 36  2 59  0  3
 2  0      0 106300  68700 1171852    0    0     0   106 2195 3672 35  2 58  0  4
 0  0      0 105852  68704 1171864    0    0     0     6 2209 3697 36  2 59  0  3
 1  0      0 105404  68708 1171872    0    0     0     6 2264 3808 36  3 59  0  3
 1  0      0 104508  68708 1172008    0    0     0     6 1973 3253 31  2 58  0  9
 1  0      0 105064  68708 1172020    0    0     0     6 2185 3683 34  2 62  0  1
 1  0      0 105288  68712 1172032    0    0     0     6 2251 3773 35  3 60  0  2
 1  0      0 107076  68712 1172044    0    0     0    97 2163 3608 35  3 61  0  1
 1  0      0 107076  68716 1172052    0    0     0    11 2240 3762 36  3 59  0  2
 2  0      0 107076  68716 1172192    0    0     0     6 2305 3889 36  2 59  0  2
 1  0      0 107076  68720 1172200    0    0     0    70 2200 3693 34  3 61  0  2
 2  0      0 106628  68720 1172208    0    0     0     6 2129 3560 33  2 64  0  1
 2  0      0 106628  68724 1172220    0    0     0     6 2250 3751 36  3 60  0  2
 1  0      0 106128  68724 1172228    0    0     0    69 2079 3477 33  2 64  0  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 108192  68724 1172372    0    0     0     6 2152 3576 35  2 62  0  1
 0  0      0 108192  68728 1172380    0    0     0     6 2268 3788 37  2 60  0  2
 0  0      0 108192  68732 1172388    0    0     0     6 1737 2788 27  2 58  0 13
 1  0      0 108192  68732 1172400    0    0     0     6 2273 3799 36  2 60  0  1
 1  0      0 108192  68732 1172492    0    0     0     6 2261 3792 37  2 59  0  2
 2  0      0 108192  68732 1172548    0    0     0    98 2362 3981 36  3 60  0  1
 1  0      0 108192  68736 1172556    0    0     0    11 2159 3612 34  2 62  0  1
 0  0      0 108192  68736 1172568    0    0     0     6 1952 3245 32  2 65  0  1
 1  0      0 108192  68736 1172576    0    0     0     6 2141 3572 34  2 61  0  2
 2  0      0 109752  68736 1172716    0    0     0     6 2264 3806 36  3 60  0  2
 1  0      0 110524  68736 1172728    0    0     0     6 2207 3711 36  2 59  0  3
 1  0      0 110276  68736 1172740    0    0     0    92 2181 3658 34  3 60  0  4
 0  0      0 111236  68736 1172748    0    0     0    18 2216 3723 35  2 60  0  2
 1  0      0 112080  68740 1172756    0    0     0     6 2163 3616 34  2 62  0  2
 0  0      0 112344  68740 1172892    0    0     0    58 1388 2198 21  2 61  0 15
 1  0      0 112344  68740 1172904    0    0     0    11 2111 3517 33  2 64  0  1
 2  0      0 113108  68744 1172908    0    0     0     6 2039 3377 32  3 63  0  2
 1  0      0 113108  68748 1172916    0    0     0     6 1723 2862 27  2 71  0  1
 2  0      0 113108  68748 1172924    0    0     0     6 1647 2725 26  2 71  0  1
 2  0      0 113108  68748 1172932    0    0     0     6 1352 2201 20  2 77  0  1
 2  0      0 113108  68748 1173068    0    0     0     6 1584 2621 25  1 72  0  2
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 112860  68748 1173072    0    0     0    86  939 1531 14  1 85  0  1
