procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 633144      0 132436    0    0    58     9   43   57  1  0 99  0  0
 0  0      0 615756      0 132424    0    0     0     7  469  665  2  1 96  0  0
 0  0      0 611472      0 132428    0    0     0     0  712 1098  1  1 98  0  0
 0  0      0 610212      0 132428    0    0     0     0  967 1468  2  1 97  0  1
 0  0      0 606936      0 132428    0    0     0     5 1255 1834  3  2 95  0  0
 0  0      0 605676      0 132428    0    0     0     0 1490 2207  2  1 96  0  0
 0  0      0 598116      0 132428    0    0     0     6 1739 2618  2  2 95  0  1
 0  0      0 594084      0 132428    0    0     0    22 1881 2780  4  2 94  0  1
 0  0      0 591564      0 132428    0    0     0     2 1841 2709  2  2 95  0  0
 0  0      0 591060      0 132432    0    0     0     0 1851 2736  3  1 95  0  1
 0  0      0 590556      0 132432    0    0     0     0 1817 2624  2  2 95  0  1
 0  0      0 588540      0 132432    0    0     0     2 1845 2762  3  2 95  0  0
 1  0      0 588288      0 132432    0    0     0   282 1844 2800  3  1 95  0  0
 0  0      0 583248      0 132432    0    0     0     0 1709 2546  3  2 95  0  1
 0  0      0 583248      0 132432    0    0     0    31 1805 2625  3  2 94  0  1
 0  0      0 583248      0 132432    0    0     0     0 1745 2596  4  2 91  0  4
 0  0      0 582492      0 132436    0    0     0     0 1884 2776  3  2 95  0  1
 0  0      0 582492      0 132436    0    0     0     2 1919 2849  3  1 95  0  1
 0  0      0 580728      0 132436    0    0     0     0 1914 2824  4  1 94  0  1
 0  0      0 577200      0 132440    0    0     0     2 2096 3084  2  3 94  0  1
 0  0      0 574932      0 132440    0    0     0     6 2500 3585  3  2 94  0  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 570648      0 132440    0    0     0     2 2841 4073  5  2 92  0  1
 0  0      0 561828      0 132444    0    0     0     0 3135 4478  5  2 92  0  1
 0  0      0 559252      0 132444    0    0     0     0 3554 4988  5  3 91  0  1
 0  0      0 554212      0 132444    0    0     0     2 3897 5430  4  3 92  0  2
 0  0      0 544384      0 132444    0    0     0     0 3908 5371  5  3 90  0  2
 0  0      0 541360      0 132460    0    0     0     3 3786 5341  4  2 90  0  4
 0  0      0 537580      0 132460    0    0     0     2 3061 4337  5  3 82  0 10
 0  0      0 534556      0 132460    0    0     0     0 4065 5636  5  3 91  0  2
 3  0      0 532540      0 132464    0    0     0     0 3760 5213  4  3 91  0  2
 0  0      0 528772      0 132484    0    0     0     2 3904 5417  6  3 90  0  2
 0  0      0 526504      0 132484    0    0     0   270 3766 5103  5  3 90  0  1
 1  0      0 522724      0 132484    0    0     0     6 3887 5387  5  2 91  0  1
 0  0      0 520204      0 132484    0    0     0     2 3799 5182  4  3 91  0  2
 0  0      0 517432      0 132484    0    0     0     0 3665 5109  5  2 91  0  2
 0  0      0 514408      0 132484    0    0     0     0 3984 5572  6  3 88  0  2
 0  0      0 509620      0 132488    0    0     0     2 4041 5644  5  3 90  0  2
 3  0      0 505588      0 132488    0    0     0     0 3689 5080  5  3 89  0  2
 0  0      0 502312      0 132488    0    0     0    30 3258 4727  6  3 88  0  3
 0  0      0 502060      0 132488    0    0     0     2 2432 3720  4  3 89  0  5
 0  0      0 501808      0 132488    0    0     0     2 1981 3026  4  1 94  0  1
 0  0      0 501808      0 132488    0    0     0     0 1547 2322  3  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 501808      0 132488    0    0     0     0  830 1316  2  1 97  0  0
