procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 1007304  56044 458224    0    0     6   509    7   12  6  1 92  0  1
 0  0      0 1006856  56044 458816    0    0     0     0  250  317  1  0 99  0  0
 0  0      0 1005960  56048 460084    0    0     0   235  431  525  1  1 98  0  0
 0  0      0 1004840  56052 462112    0    0     0    36  580  688  2  1 98  0  0
 0  0      0 1004424  56060 464896    0    0     0    52  829  939  3  1 96  0  1
 1  0      0 1004200  56068 468696    0    0     0   222 1047 1239  3  1 95  0  0
 1  0      0 1004200  56076 473968    0    0     0    74 1306 1568  4  1 94  0  1
 0  0      0 1003724  56080 479532    0    0     0   607 1400 1689  5  2 92  0  1
 0  0      0 1002128  56088 484688    0    0     0   215 1305 1577  5  2 92  0  1
 0  0      0 1000336  56092 489800    0    0     0   503 1332 1570  4  1 94  0  1
 0  0      0 997620  56096 494948    0    0     0   626 1377 1614  5  2 93  0  1
 0  0      0 996724  56124 500228    0    0     0   795 1329 1609  6  2 77  0 15
 0  0      0 995604  56132 505572    0    0     0   849 1447 1688  4  2 93  0  1
 0  0      0 993420  56140 511252    0    0     0  1108 1498 1733  5  2 92  0  1
 1  0      0 985048  56144 516888    0    0     0  1690 1510 1772  5  2 92  0  1
 0  0      0 980316  56152 522344    0    0     0  1206 1480 1714  5  2 93  0  1
 0  0      0 973904  56156 527628    0    0     0  1105 1434 1639  4  1 94  0  1
 0  0      0 966764  56164 532948    0    0     0  1158 1491 1731  5  2 92  0  1
 0  0      0 961220  56172 538400    0    0     0  1178 1519 1732  4  2 93  0  0
 1  0      0 955424  56180 544464    0    0     0  1248 1619 1879  6  2 92  0  1
 0  0      0 946772  56188 551724    0    0     0  1683 1888 2243  7  2 90  0  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 938232  56192 560036    0    0     0  1293 2102 2500  7  2 89  0  2
 0  0      0 926416  56200 569828    0    0     0  1258 2380 2887  9  3 86  0  2
 0  0      0 917848  56204 579752    0    0     0  1334 2421 2914 11  3 73  0 12
 2  0      0 904772  56208 592292    0    0     0  1233 2960 3578 10  3 85  0  2
 0  0      0 891416  56216 605752    0    0     0  1285 3101 3754 13  4 80  0  3
 0  0      0 876324  56224 619216    0    0     0  1576 3083 3801 11  4 83  0  2
 1  0      0 863528  56228 632816    0    0     0  2927 3083 3816 11  4 83  0  2
 1  0      0 849696  56232 646780    0    0     0  2047 3130 3793 11  4 83  0  2
 0  0      0 835864  56244 660716    0    0     0  2177 3118 3864 12  4 82  0  2
 0  0      0 822284  56252 674516    0    0     0  2686 3087 3893 11  4 83  0  2
 0  0      0 808228  56260 688380    0    0     0  2925 3108 3869 13  4 80  0  3
 0  0      0 794872  56272 702136    0    0     0  3019 3173 3844 12  4 80  0  3
 0  0      0 780816  56284 716048    0    0     0  3234 3209 3916 12  4 83  0  2
 0  0      0 765724  56292 729888    0    0     0  3998 3198 3901 11  4 83  1  2
 0  0      0 755420  56304 740984    0    0     0  2992 2595 3229 11  5 70  0 14
 1  0      0 741588  56312 754660    0    0     0  2975 3215 3870 10  4 84  0  2
 0  0      0 728512  56320 767780    0    0     0  2956 3041 3672 10  4 83  0  2
 0  0      0 715968  56324 779100    0    0     0  3017 2624 3201  9  4 86  0  2
 0  0      0 706840  56328 787744    0    0     0  3161 2155 2579  7  2 89  0  1
 0  0      0 699252  56328 794228    0    0     0  2914 1645 1962  5  2 92  0  1
 0  0      0 692896  56332 798616    0    0     0  3249 1209 1379  3  1 95  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 690460  56340 800580    0    0     0  2884  602  740  2  1 97  0  0
