procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 141044  89472 1327580    0    0     1     7   14   17  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0    16   69  112  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0    16   65   97  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     2   67  103  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   70  105  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0   426  120  188  0  0 99  0  0
 0  0      0 141044  89472 1327580    0    0     0    17   73  113  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     7   68  103  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   69  109  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0    14   63  101  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   55   96  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     4   62  102  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     3   68  109  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     1   67  111  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     3   64  102  0  0 100  0  0
 1  0      0 141044  89472 1327580    0    0     0     0   65  102  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     2   67  106  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     5   65  103  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   65  111  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     3   65  102  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   67  105  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 141044  89472 1327580    0    0     0     3   66  100  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   57   97  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     4   61  101  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     3   69  110  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   60  103  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     2   65  101  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   60   99  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     3   73  110  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     1   60   96  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     5   68  104  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   59   98  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     3   77  111  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   59   95  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     2   64  100  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     2   58   96  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     2   74  110  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     3   65  104  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     1   65   99  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     2   66   99  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     0   68  108  0  0 100  0  0
 0  0      0 141044  89472 1327580    0    0     0     2   64   99  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 141044  89472 1327580    0    0     0     5   75  117  0  0 100  0  0
