procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 125076  76028 1186472    0    0     2    11   14   14  6  1 93  0  1
 0  0      0 125076  76028 1186472    0    0     0    17  166  237  1  0 99  0  0
 1  0      0 125076  76028 1186476    0    0     0   312  333  480  1  0 98  0  1
 0  0      0 125076  76028 1186484    0    0     0    12  416  609  2  0 97  0  0
 0  0      0 125076  76028 1186624    0    0     0     5  470  708  1  1 96  0  2
 0  0      0 125076  76028 1186640    0    0     0     6  575  867  2  1 95  0  2
 0  0      0 125076  76028 1186652    0    0     0    82  697 1033  3  1 95  0  1
 2  0      0 125076  76028 1186800    0    0     0     0  829 1237  3  1 92  0  3
 0  0      0 125076  76028 1186816    0    0     0     5  813 1160  4  1 82  0 13
 0  0      0 125076  76028 1186832    0    0     0     5  868 1266  3  1 95  0  1
 0  0      0 125076  76028 1186976    0    0     0     5  880 1278  3  1 94  0  2
 0  0      0 125076  76028 1186996    0    0     0     5  823 1196  3  1 95  0  1
 0  0      0 125076  76028 1187144    0    0     0   130  887 1281  3  1 93  0  2
 0  0      0 125076  76028 1187160    0    0     0    30  838 1219  3  1 96  0  1
 0  0      0 125076  76028 1187176    0    0     0     7  847 1234  3  1 96  0  1
 0  0      0 125076  76028 1187324    0    0     0     5  870 1253  2  1 96  0  1
 0  0      0 125076  76028 1187344    0    0     0     5  873 1265  4  1 94  0  2
 0  0      0 125076  76028 1187484    0    0     0     5  820 1198  2  1 95  0  1
 0  0      0 125076  76028 1187504    0    0     0   126  867 1262  3  1 93  0  3
 1  0      0 125076  76028 1187524    0    0     0    23  950 1371  4  2 89  0  5
 0  0      0 125076  76028 1187676    0    0     0    14 1121 1616  5  2 85  0  8
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 125076  76028 1187832    0    0     0     5 1312 1919  5  2 86  0  7
 1  0      0 125076  76028 1187864    0    0     0     5 1422 2097  6  3 81  0 10
 0  0      0 125076  76028 1188032    0    0     0     5 1603 2390  7  2 79  0 12
 0  0      0 125076  76028 1188196    0    0     0   202 1773 2664  8  3 78  0 12
 0  0      0 125076  76028 1188376    0    0     0    34 1872 2845  7  3 86  0  4
 1  0      0 125076  76028 1188668    0    0     0     7 1840 2795  7  3 83  0  7
 0  0      0 125076  76028 1188840    0    0     0    12 1788 2706  7  2 79  0 12
 0  0      0 125076  76028 1189012    0    0     0     5 1724 2591  9  3 70  0 18
 0  0      0 125076  76028 1189180    0    0     0   210 1790 2683  7  3 74  0 15
 1  0      0 125076  76028 1189352    0    0     0     5 1716 2575  8  3 71  0 18
 3  0      0 125076  76028 1189516    0    0     0   101 1758 2633  8  3 73  0 16
 0  0      0 125076  76028 1189688    0    0     0    40 1626 2407  8  3 71  0 18
 2  0      0 125076  76028 1189732    0    0     0     5 1800 2714  9  3 73  0 15
 1  0      0 124824  76028 1189900    0    0     0    13 1826 2759  8  3 77  0 12
 1  0      0 124572  76028 1190088    0    0     0     5 1832 2768  8  3 79  0 11
 1  0      0 124572  76028 1190264    0    0     0   255 1717 2614  8  4 70  0 19
 0  0      0 124572  76028 1190436    0    0     0     5 1757 2641  7  3 80  0 11
 0  0      0 124572  76028 1190604    0    0     0     5 1471 2169  7  2 82  0  9
 0  0      0 124572  76028 1190760    0    0     0     5 1240 1844  5  2 84  0  9
 0  0      0 124572  76028 1190780    0    0     0     6  990 1411  4  2 86  0  8
 0  0      0 124572  76028 1190800    0    0     0     5  623  880  3  1 91  0  5
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 124572  76028 1190808    0    0     0   208  335  466  1  0 96  0  2
